Icecream_units,Icecream_unit_cost,Nuts_units,Nuts_unit_cost,Total_cost,Variance
23083,5.67,12064,2.46,160558.0,19442.0
20644,6.51,10968,2.76,164664.0,15336.0
20136,6.94,13096,2.35,170519.0,9481.0
24942,6.33,14821,2.15,189748.0,-9748.0
24445,5.01,11928,2.38,150858.0,29142.0
20581,7.57,11472,2.42,183560.0,-3560.0
22928,6.68,13012,2.05,179834.0,166.0
22163,7.64,13556,2.31,200640.0,-20640.0
23085,7.6,11486,2.14,200026.0,-20026.0
23386,7.31,10862,2.06,193327.0,-13327.0
24954,6.17,11238,2.28,179589.0,411.0
20898,6.19,12973,2.27,158807.0,21193.0
24421,7.99,12125,2.12,220829.0,-40829.0
20911,5.83,14456,2.19,153570.0,26430.0
24055,5.78,12425,2.48,169852.0,10148.0
22044,5.25,11306,2.14,139926.0,40074.0
23157,5.43,14201,2.33,158831.0,21169.0
20027,5.45,13170,2.74,145233.0,34767.0
24101,7.7,11510,2.77,217460.0,-37460.0
20893,6.99,13116,2.59,180013.0,-13.0
22395,5.25,14951,2.24,151064.0,28936.0
23008,7.02,11044,2.28,186696.0,-6696.0
21651,6.63,13370,2.21,173094.0,6906.0
24551,5.37,13216,2.17,160518.0,19482.0
24792,6.24,10482,2.63,182270.0,-2270.0
21021,6.34,12057,2.61,164742.0,15258.0
24729,6.77,11417,2.64,197556.0,-17556.0
21391,6.83,12166,2.81,180287.0,-287.0
23251,5.5,11159,2.15,151872.0,28128.0
20431,7.62,11196,2.37,182219.0,-2219.0
22734,7.57,13114,2.3,202259.0,-22259.0
22595,7.34,12588,2.89,202227.0,-22227.0
21544,7.46,12247,2.2,187662.0,-7662.0
24023,7.42,10624,2.33,203005.0,-23005.0
20574,6.96,11572,2.38,170736.0,9264.0
24252,7.87,11216,2.27,216324.0,-36324.0
21683,6.56,12698,2.0,167636.0,12364.0
20191,6.82,11562,2.33,164642.0,15358.0
22602,5.07,13179,2.56,148330.0,31670.0
22680,7.46,14398,2.94,211523.0,-31523.0
20163,6.88,13310,2.53,172396.0,7604.0
23205,6.72,13820,2.96,196845.0,-16845.0
21031,5.74,10219,2.32,144426.0,35574.0
21242,7.97,10204,2.9,198890.0,-18890.0
23222,7.55,10000,2.02,195526.0,-15526.0
22336,5.42,10770,2.79,151109.0,28891.0
24141,6.72,13195,2.98,201549.0,-21549.0
21888,5.65,10269,2.1,145232.0,34768.0
20347,5.5,14503,2.35,145991.0,34009.0
21513,7.57,13539,2.33,194399.0,-14399.0
21929,5.18,13885,2.06,142195.0,37805.0
20745,6.46,13133,2.34,164744.0,15256.0
24458,6.16,12644,2.98,188340.0,-8340.0
20458,6.98,13392,2.14,171456.0,8544.0
22209,5.38,14527,2.59,157109.0,22891.0
23118,5.26,12266,2.61,153615.0,26385.0
21202,7.52,14092,2.89,200165.0,-20165.0
22036,7.48,11254,2.85,196903.0,-16903.0
22015,6.47,10157,2.9,171892.0,8108.0
21756,6.8,13492,2.95,187742.0,-7742.0
23892,7.55,13552,2.12,209115.0,-29115.0
23815,7.85,12732,2.14,214194.0,-34194.0
21729,5.38,11611,2.8,149413.0,30587.0
21735,7.66,11159,2.77,197401.0,-17401.0
23925,7.18,12186,2.07,197007.0,-17007.0
23780,7.3,10988,2.46,200624.0,-20624.0
23898,5.68,13495,2.83,173931.0,6069.0
21872,7.59,10433,2.67,193865.0,-13865.0
21986,5.11,14225,2.11,142363.0,37637.0
20646,7.38,14497,2.56,189480.0,-9480.0
23473,5.55,10610,2.8,159983.0,20017.0
20350,5.04,10592,2.66,130739.0,49261.0
24393,5.26,11214,2.49,156230.0,23770.0
23286,5.72,13320,2.68,168894.0,11106.0
22675,5.7,13876,2.11,158526.0,21474.0
23935,7.62,13089,2.58,216154.0,-36154.0
21404,5.95,12162,2.77,161043.0,18957.0
22849,6.34,14143,2.61,181776.0,-1776.0
22585,7.49,10193,2.18,191382.0,-11382.0
23462,7.78,12631,2.93,219543.0,-39543.0
20891,6.24,11081,2.47,157730.0,22270.0
20848,6.84,11336,2.4,169807.0,10193.0
23678,7.31,10769,2.76,202809.0,-22809.0
23657,5.36,12141,2.79,160675.0,19325.0
20814,5.15,12816,2.81,143205.0,36795.0
20424,6.8,13561,2.69,175362.0,4638.0
21705,5.52,11875,2.2,145937.0,34063.0
24189,7.08,14916,2.01,201239.0,-21239.0
24846,6.3,14482,2.3,189838.0,-9838.0
21189,6.07,11030,2.52,156413.0,23587.0
21228,6.94,14480,2.8,187866.0,-7866.0
20221,5.64,14358,2.04,143337.0,36663.0
23398,5.43,11412,2.16,151701.0,28299.0
21478,8.0,10291,2.61,198684.0,-18684.0
20748,5.32,11734,2.7,142061.0,37939.0
21412,7.65,14195,2.02,192476.0,-12476.0
21757,7.93,13545,2.24,202874.0,-22874.0
23137,5.32,10139,2.51,148538.0,31462.0
20496,5.94,12542,2.64,154857.0,25143.0
21310,7.72,13003,2.47,196631.0,-16631.0
21402,5.93,10553,2.29,151080.0,28920.0
21197,6.32,12633,2.19,161631.0,18369.0
23429,5.39,14898,2.61,165166.0,14834.0
21865,5.64,12127,2.44,152908.0,27092.0
24491,5.91,11186,2.74,175391.0,4609.0
21510,6.56,11406,2.99,175210.0,4790.0
22303,5.94,13476,2.15,161453.0,18547.0
21691,5.97,10848,2.46,156181.0,23819.0
21495,5.31,11215,2.3,139933.0,40067.0
24903,7.28,10378,2.01,202154.0,-22154.0
22311,7.92,13732,2.7,213780.0,-33780.0
20891,5.26,14289,2.07,139465.0,40535.0
21077,7.85,13041,2.44,197274.0,-17274.0
23169,7.03,11861,2.76,195614.0,-15614.0
23319,7.49,13750,2.46,208484.0,-28484.0
24132,7.99,12260,2.93,228736.0,-48736.0
22089,5.64,11694,2.72,156390.0,23610.0
22138,5.89,10765,2.83,160858.0,19142.0
23938,7.07,13995,2.46,203669.0,-23669.0
22733,6.96,11783,2.86,191921.0,-11921.0
24361,6.17,13155,2.7,185826.0,-5826.0
22432,7.67,11928,2.02,196148.0,-16148.0
20261,7.24,14635,2.84,188253.0,-8253.0
24630,7.57,14919,2.97,230759.0,-50759.0
21363,7.42,10411,2.03,179648.0,352.0
22164,6.53,10022,2.97,174496.0,5504.0
23263,5.25,13003,2.06,148917.0,31083.0
20370,7.01,10899,2.7,172221.0,7779.0
20704,6.23,14393,3.0,172165.0,7835.0
23243,7.25,12212,2.96,204659.0,-24659.0
20604,6.78,10927,2.15,163188.0,16812.0
21508,6.05,12296,2.92,166028.0,13972.0
24952,5.65,13371,2.26,171197.0,8803.0
21142,6.62,12823,2.47,171633.0,8367.0
21197,7.16,11314,2.29,177680.0,2320.0
20881,7.55,12891,2.1,184723.0,-4723.0
24143,6.36,11648,2.23,179525.0,475.0
22355,5.55,13498,2.34,155656.0,24344.0
24780,7.86,13030,2.55,227997.0,-47997.0
20430,7.94,12625,2.96,199584.0,-19584.0
23131,6.21,13588,2.52,177885.0,2115.0
20472,6.34,12752,2.69,164095.0,15905.0
21044,6.48,12458,2.72,170251.0,9749.0
21435,7.66,13211,2.34,195106.0,-15106.0
23291,5.25,12332,2.16,148915.0,31085.0
22786,7.01,11081,2.7,189649.0,-9649.0
20837,5.76,10719,2.13,142853.0,37147.0
22358,7.01,14780,2.93,200035.0,-20035.0
20970,6.02,12559,2.69,160023.0,19977.0
24086,6.8,12024,2.11,189155.0,-9155.0
22491,7.82,11478,2.34,202738.0,-22738.0
24467,7.65,14571,2.41,222289.0,-42289.0
23221,6.52,11840,2.62,182422.0,-2422.0
23679,7.76,10264,2.71,211564.0,-31564.0
20911,7.61,12023,2.38,187747.0,-7747.0
21746,7.07,13922,2.66,190777.0,-10777.0
23185,6.65,13969,2.25,185610.0,-5610.0
20580,5.96,12744,2.42,153497.0,26503.0
21575,7.09,11497,2.38,180330.0,-330.0
23380,5.23,14558,2.88,164204.0,15796.0
24201,6.79,12557,2.96,201494.0,-21494.0
21104,6.52,13855,2.22,168356.0,11644.0
21357,5.84,12436,2.52,156064.0,23936.0
22650,5.16,12464,2.65,149904.0,30096.0
24355,7.69,10293,2.17,209626.0,-29626.0
23104,7.92,14948,2.75,224091.0,-44091.0
23553,7.36,13368,2.09,201289.0,-21289.0
20377,5.8,10082,2.74,145811.0,34189.0
24299,6.51,13410,2.74,194930.0,-14930.0
23020,7.47,10982,2.57,200183.0,-20183.0
23126,6.29,13233,2.68,180927.0,-927.0
23063,7.67,13093,2.49,209495.0,-29495.0
21978,5.87,12755,2.31,158475.0,21525.0
23549,6.47,11558,2.24,178252.0,1748.0
22083,6.38,14563,2.73,180647.0,-647.0
23049,7.01,10030,2.28,184442.0,-4442.0
24352,6.5,10983,2.98,191017.0,-11017.0
22951,6.35,10641,2.95,177130.0,2870.0
21981,5.21,13012,2.95,152906.0,27094.0
24702,7.14,12027,2.39,205117.0,-25117.0
23517,6.13,12305,2.34,172953.0,7047.0
21212,5.42,12332,2.72,148512.0,31488.0
22266,7.68,13914,2.4,204396.0,-24396.0
22718,5.9,13067,2.37,165005.0,14995.0
24757,6.62,10455,2.58,190865.0,-10865.0
22680,7.83,13836,2.65,214250.0,-34250.0
22732,7.12,10323,2.4,186627.0,-6627.0
20209,7.48,14173,2.82,191131.0,-11131.0
24898,7.12,11675,2.61,207746.0,-27746.0
20369,7.58,13769,2.72,191849.0,-11849.0
20373,7.61,12523,2.04,180585.0,-585.0
24137,5.4,12163,2.33,158680.0,21320.0
21506,5.79,12526,2.55,156461.0,23539.0
20904,7.62,13830,2.89,199257.0,-19257.0
24453,5.57,14063,2.0,164329.0,15671.0
22774,7.02,13267,2.73,196092.0,-16092.0
21165,5.3,13557,2.07,140237.0,39763.0
20430,6.37,14882,2.96,174190.0,5810.0
20127,5.7,10721,2.54,141955.0,38045.0
24269,5.55,12338,2.72,168252.0,11748.0
24110,6.82,10625,2.99,196199.0,-16199.0
22431,7.6,13751,2.04,198528.0,-18528.0
22951,7.35,11621,2.83,201577.0,-21577.0
23655,5.98,10165,2.25,164328.0,15672.0
21256,5.87,14031,2.52,160131.0,19869.0
22472,5.65,12533,2.78,161809.0,18191.0
21779,7.84,13126,2.39,202118.0,-22118.0
24254,6.32,14745,2.7,193097.0,-13097.0
23619,6.7,14480,2.36,192420.0,-12420.0
21633,5.53,10191,2.32,143274.0,36726.0
24891,6.37,13100,2.25,188031.0,-8031.0
23097,7.08,13129,2.79,200157.0,-20157.0
21244,7.4,13344,2.77,194168.0,-14168.0
20921,6.1,13386,2.36,159209.0,20791.0
23099,6.52,11859,2.65,182032.0,-2032.0
22966,6.81,14652,2.54,193615.0,-13615.0
24181,6.46,13112,2.97,195152.0,-15152.0
21725,7.72,11963,2.86,201931.0,-21931.0
21589,7.51,13300,2.28,192457.0,-12457.0
23706,7.63,13874,2.79,219585.0,-39585.0
23704,5.41,13373,2.43,160735.0,19265.0
20884,7.4,11849,2.86,188430.0,-8430.0
20648,6.69,12361,2.79,172622.0,7378.0
24214,7.88,12011,2.68,222996.0,-42996.0
21012,6.63,10092,2.77,167264.0,12736.0
20201,5.59,12023,2.01,137090.0,42910.0
24360,6.91,10240,2.87,197716.0,-17716.0
21181,5.54,14499,2.45,152865.0,27135.0
23694,5.63,11590,2.0,156577.0,23423.0
23306,6.75,12326,2.58,189117.0,-9117.0
22018,6.27,14233,2.67,176055.0,3945.0
20986,5.33,10570,2.11,134158.0,45842.0
24643,6.71,12152,2.67,197800.0,-17800.0
21574,6.73,14717,2.45,181250.0,-1250.0
20606,5.57,14320,2.32,147998.0,32002.0
24897,5.93,14588,2.22,180025.0,-25.0
20533,5.14,13653,2.1,134211.0,45789.0
20449,7.16,11031,2.49,173882.0,6118.0
21637,6.96,12523,2.35,180023.0,-23.0
22976,6.02,11490,2.79,170373.0,9627.0
21987,6.66,13909,2.73,184405.0,-4405.0
24120,6.88,14126,2.09,195469.0,-15469.0
22464,6.06,14567,2.75,176191.0,3809.0
21237,6.05,14520,2.5,164784.0,15216.0
20321,5.33,10138,2.03,128891.0,51109.0
23258,6.86,13583,2.91,199076.0,-19076.0
23581,7.74,10606,2.77,211896.0,-31896.0
24421,5.05,11890,2.8,156618.0,23382.0
20582,7.93,13681,2.23,193724.0,-13724.0
23798,7.84,14475,2.32,220158.0,-40158.0
20164,6.71,11560,2.05,158998.0,21002.0
20266,5.85,12419,2.5,149604.0,30396.0
24783,7.07,11251,2.03,198055.0,-18055.0
23135,7.55,10216,2.61,201333.0,-21333.0
20228,7.21,13388,2.25,175967.0,4033.0
21415,7.93,10254,2.72,197712.0,-17712.0
20041,5.71,11641,2.83,147378.0,32622.0
21123,5.34,12516,2.51,144212.0,35788.0
23745,5.76,11106,2.55,165091.0,14909.0
22682,7.61,14135,2.12,202576.0,-22576.0
22049,6.26,12431,2.76,172336.0,7664.0
21468,7.82,13262,2.56,201830.0,-21830.0
24325,6.98,14706,2.26,203024.0,-23024.0
24297,5.7,14058,2.32,171107.0,8893.0
24425,7.31,13883,2.6,214643.0,-34643.0
22041,6.95,12143,2.62,185000.0,-5000.0
21364,6.53,11645,2.68,170716.0,9284.0
23844,7.63,13476,2.94,221549.0,-41549.0
24571,7.43,13912,2.31,214699.0,-34699.0
20044,5.49,13467,2.91,149231.0,30769.0
22435,6.57,12258,2.56,178778.0,1222.0
22144,7.76,14530,2.57,209180.0,-29180.0
21372,6.2,10311,2.44,157665.0,22335.0
24947,6.27,14585,2.26,189380.0,-9380.0
23924,5.14,13860,2.18,153184.0,26816.0
22623,6.81,14685,2.06,184314.0,-4314.0
21367,7.07,11058,2.88,182912.0,-2912.0
23574,6.99,13841,2.81,203675.0,-23675.0
22012,7.43,13629,2.58,198712.0,-18712.0
22638,5.49,13896,2.09,153325.0,26675.0
24924,7.68,10410,2.92,221814.0,-41814.0
20487,5.09,12266,2.23,131632.0,48368.0
21334,5.82,11210,2.94,157121.0,22879.0
20219,6.19,13156,2.22,154362.0,25638.0
20808,6.4,11580,2.88,166522.0,13478.0
24463,7.58,10080,2.15,207102.0,-27102.0
24918,5.81,14891,2.9,187957.0,-7957.0
23518,5.59,11987,2.17,157477.0,22523.0
24026,6.16,11345,2.79,179653.0,347.0
21484,7.22,14312,2.6,192326.0,-12326.0
20227,5.56,11898,2.21,138757.0,41243.0
24025,6.79,10858,2.23,187343.0,-7343.0
24754,7.16,14923,2.43,213502.0,-33502.0
21855,6.19,14873,2.85,177670.0,2330.0
21273,6.09,11753,2.16,154939.0,25061.0
23975,7.99,12672,2.9,228309.0,-48309.0
23894,5.07,13324,2.43,153520.0,26480.0
20932,7.97,11631,2.93,200907.0,-20907.0
20499,7.96,11288,2.39,190150.0,-10150.0
24304,5.22,11155,2.5,154754.0,25246.0
20889,7.75,13781,2.68,198823.0,-18823.0
22683,6.68,10176,2.22,174113.0,5887.0
21002,5.21,14935,2.78,150940.0,29060.0
23614,7.93,12888,2.45,218835.0,-38835.0
20691,6.5,13992,2.53,169891.0,10109.0
20517,6.45,11512,2.99,166756.0,13244.0
24801,5.42,11318,2.35,161019.0,18981.0
22694,5.44,11800,2.83,156849.0,23151.0
23956,7.61,14159,2.57,218694.0,-38694.0
23919,8.0,12933,2.29,220969.0,-40969.0
20896,5.14,14268,2.67,145501.0,34499.0
24165,5.01,10313,2.13,143033.0,36967.0
20891,5.43,12451,2.44,143819.0,36181.0
22349,6.78,13724,2.2,181719.0,-1719.0
21542,7.86,11153,2.37,195753.0,-15753.0
22144,7.37,11909,2.57,193807.0,-13807.0
24179,7.21,12063,2.0,198457.0,-18457.0
23528,5.43,10447,2.12,149905.0,30095.0
22702,7.26,14033,2.1,194286.0,-14286.0
22550,5.19,14058,2.44,151336.0,28664.0
21261,7.28,14211,3.0,197413.0,-17413.0
20345,7.9,14274,2.55,197124.0,-17124.0
20911,5.45,12166,2.59,145475.0,34525.0
23866,6.84,13910,2.76,201635.0,-21635.0
24139,5.23,11098,2.71,156323.0,23677.0
20855,5.38,10220,2.13,133968.0,46032.0
20858,7.19,14394,2.66,188257.0,-8257.0
23517,6.04,12494,2.28,170529.0,9471.0
21219,7.81,10825,2.97,197871.0,-17871.0
22959,5.71,11501,2.38,158468.0,21532.0
24820,5.32,10850,2.25,156455.0,23545.0
20888,6.98,11027,2.34,171601.0,8399.0
21665,5.66,12181,2.4,151858.0,28142.0
20331,6.94,10781,2.59,169020.0,10980.0
22745,6.53,11415,2.47,176720.0,3280.0
23827,6.93,10060,2.55,190774.0,-10774.0
24056,5.39,14475,2.14,160638.0,19362.0
24449,5.64,11280,2.36,164513.0,15487.0
23712,5.45,11728,2.07,153507.0,26493.0
24965,5.23,10476,2.48,156547.0,23453.0
21353,5.23,10908,2.38,137637.0,42363.0
22909,7.66,11053,2.84,206873.0,-26873.0
21616,5.56,11912,2.55,150561.0,29439.0
24326,7.72,12529,2.91,224256.0,-44256.0
22701,7.63,11648,2.94,207454.0,-27454.0
22159,6.96,13578,2.61,189665.0,-9665.0
24238,5.42,12887,2.24,160237.0,19763.0
22502,6.47,13270,2.23,175180.0,4820.0
23509,7.19,12639,2.66,202649.0,-22649.0
20672,5.67,11027,2.69,146873.0,33127.0
22984,6.33,11466,2.74,176906.0,3094.0
21218,6.05,11968,2.48,158050.0,21950.0
23639,5.81,14778,2.83,179164.0,836.0
20112,5.9,11018,2.97,151384.0,28616.0
23186,7.61,14417,2.59,213785.0,-33785.0
23510,6.33,12878,2.96,186937.0,-6937.0
24121,7.56,10730,2.42,208321.0,-28321.0
20427,6.79,11910,2.49,168355.0,11645.0
23165,5.48,10785,2.38,152612.0,27388.0
22398,5.34,10890,2.3,144652.0,35348.0
24274,5.13,12287,2.87,159789.0,20211.0
24880,7.44,10217,2.35,209117.0,-29117.0
22851,5.2,11929,2.06,143399.0,36601.0
24249,5.72,10121,2.36,162590.0,17410.0
21976,7.29,11054,2.67,189719.0,-9719.0
23320,6.13,14111,2.26,174842.0,5158.0
20399,6.97,13176,2.38,173540.0,6460.0
22498,5.35,11462,2.65,150739.0,29261.0
24227,5.15,10102,2.4,149014.0,30986.0
20400,5.41,11771,2.63,141322.0,38678.0
24685,6.35,10163,2.82,185409.0,-5409.0
22049,5.72,14286,2.44,160978.0,19022.0
24776,7.97,14372,2.44,232532.0,-52532.0
22056,6.5,10574,2.89,173923.0,6077.0
24386,7.94,12558,2.4,223764.0,-43764.0
20428,7.81,10132,2.56,185481.0,-5481.0
21317,5.51,12114,2.59,148832.0,31168.0
20070,5.0,12207,2.23,127572.0,52428.0
22417,7.51,13654,2.39,200985.0,-20985.0
22318,7.21,11490,2.86,193774.0,-13774.0
21314,5.07,10415,2.23,131287.0,48713.0
24515,5.31,12960,2.67,164778.0,15222.0
20793,7.29,11868,2.71,183743.0,-3743.0
24432,5.52,10993,2.92,166964.0,13036.0
20243,7.07,12591,2.64,176358.0,3642.0
24062,6.1,10240,2.62,173607.0,6393.0
22199,5.54,12241,2.06,148199.0,31801.0
20852,6.22,13541,2.32,161115.0,18885.0
24963,5.31,14643,2.42,167990.0,12010.0
20956,5.66,14801,2.03,148657.0,31343.0
23813,6.81,13930,2.21,192952.0,-12952.0
23370,6.05,11379,2.33,167902.0,12098.0
24092,7.89,14812,2.07,220747.0,-40747.0
23262,6.67,11601,2.65,185900.0,-5900.0
24718,6.97,10450,2.46,197991.0,-17991.0
23017,6.28,12250,2.39,173824.0,6176.0
23628,5.18,10840,2.57,150252.0,29748.0
23818,6.19,14797,2.92,190641.0,-10641.0
22196,5.29,12379,2.46,147869.0,32131.0
23169,6.38,10978,2.29,172958.0,7042.0
20675,5.96,12022,2.38,151835.0,28165.0
24299,6.31,13482,2.93,192829.0,-12829.0
24259,6.08,12261,2.67,180232.0,-232.0
24941,6.02,11563,2.64,180671.0,-671.0
21828,5.95,12883,2.66,164145.0,15855.0
23777,5.38,13885,2.33,160272.0,19728.0
20295,7.95,12891,2.72,196409.0,-16409.0
21814,5.55,14498,2.4,155863.0,24137.0
22729,7.28,11043,2.55,193627.0,-13627.0
23200,5.27,13250,2.87,160292.0,19708.0
21193,7.51,13916,2.67,196315.0,-16315.0
22621,6.25,12531,2.85,177095.0,2905.0
24972,6.56,14200,2.41,198038.0,-18038.0
21693,5.3,14778,2.19,147337.0,32663.0
24031,5.69,10387,2.68,164574.0,15426.0
24344,6.46,10976,2.12,180531.0,-531.0
20175,7.0,11224,2.07,164459.0,15541.0
24598,5.79,14871,2.44,178708.0,1292.0
20606,6.96,10802,2.2,167182.0,12818.0
20051,7.49,11842,2.39,178484.0,1516.0
23904,7.93,14885,2.38,224985.0,-44985.0
21616,7.15,11654,2.22,180426.0,-426.0
22907,5.96,13844,2.2,166983.0,13017.0
23994,6.31,13472,2.87,190067.0,-10067.0
22226,6.59,14023,2.84,186295.0,-6295.0
20071,7.26,13146,2.61,180027.0,-27.0
21646,6.62,12284,2.64,175726.0,4274.0
23645,5.66,10095,2.88,162904.0,17096.0
23747,7.75,13708,2.09,212689.0,-32689.0
20054,5.5,12928,2.03,136541.0,43459.0
20087,7.2,13107,2.49,177263.0,2737.0
24298,6.06,12346,2.69,180457.0,-457.0
21025,6.79,10111,2.72,170262.0,9738.0
23144,5.58,11306,2.05,152321.0,27679.0
24586,5.8,11405,2.25,168260.0,11740.0
20144,7.26,10303,2.95,176639.0,3361.0
22574,6.72,12882,2.76,187252.0,-7252.0
22879,7.32,13119,2.06,194499.0,-14499.0
21614,5.2,10734,2.88,143307.0,36693.0
24723,5.43,11213,2.35,160596.0,19404.0
21790,5.71,10700,2.16,147533.0,32467.0
24033,6.11,12500,2.66,180092.0,-92.0
24961,5.81,12770,2.46,176438.0,3562.0
22001,6.71,12165,2.12,173417.0,6583.0
20324,5.06,10377,2.63,130131.0,49869.0
21028,6.58,11098,2.33,164223.0,15777.0
20591,7.88,13120,2.71,197812.0,-17812.0
24293,5.87,11682,2.87,176127.0,3873.0
24918,7.78,10311,2.58,220464.0,-40464.0
20064,6.36,10938,2.4,153858.0,26142.0
20888,5.22,11134,2.09,132305.0,47695.0
22705,5.93,14846,2.91,177843.0,2157.0
22971,5.01,10517,2.36,139905.0,40095.0
21292,5.81,13197,2.66,158811.0,21189.0
22328,6.63,11662,2.7,179522.0,478.0
20046,5.68,14864,2.45,150278.0,29722.0
22003,7.86,12613,2.59,205611.0,-25611.0
21498,7.03,13206,2.22,180448.0,-448.0
21827,6.5,10042,2.94,171399.0,8601.0
22722,5.32,14854,2.62,159799.0,20201.0
24357,6.69,13506,2.66,198874.0,-18874.0
24800,7.87,10541,2.27,219104.0,-39104.0
20419,6.06,13224,2.39,155344.0,24656.0
21868,7.45,10538,2.89,193371.0,-13371.0
20701,6.2,12220,2.5,158896.0,21104.0
23082,5.17,12796,2.29,148637.0,31363.0
22921,6.33,10460,2.85,174901.0,5099.0
21649,7.7,14680,2.86,208682.0,-28682.0
24046,7.52,12987,2.4,211995.0,-31995.0
23442,6.6,12319,2.47,185145.0,-5145.0
23739,5.36,13057,2.2,155966.0,24034.0
21915,7.33,12517,2.68,194183.0,-14183.0
23160,5.25,12499,2.78,156337.0,23663.0
22720,7.59,13912,2.69,209868.0,-29868.0
22444,7.09,13142,2.86,196714.0,-16714.0
20443,5.24,10109,2.71,134517.0,45483.0
22836,6.4,10998,2.82,177165.0,2835.0
21252,5.85,11127,2.33,150250.0,29750.0
24039,5.17,13120,2.16,152621.0,27379.0
23524,7.25,12432,2.05,196035.0,-16035.0
20294,6.83,12892,2.58,171869.0,8131.0
20583,6.71,14968,2.36,173436.0,6564.0
23910,7.36,12649,2.21,203932.0,-23932.0
24141,5.97,13765,2.02,171927.0,8073.0
20456,5.7,10242,2.86,145891.0,34109.0
20223,6.62,11883,2.03,157999.0,22001.0
22026,7.8,14577,2.67,210723.0,-30723.0
21152,6.55,13397,2.82,176325.0,3675.0
23571,5.81,14700,2.38,171934.0,8066.0
22540,5.47,14673,2.38,158216.0,21784.0
21750,7.21,10344,2.1,178540.0,1460.0
21671,5.36,13633,2.49,150103.0,29897.0
22465,6.49,12173,2.82,180126.0,-126.0
23501,5.8,13328,2.01,163095.0,16905.0
21079,7.94,10017,2.33,190707.0,-10707.0
24980,6.12,14512,2.75,192786.0,-12786.0
22174,6.75,13716,2.71,186845.0,-6845.0
20807,5.17,10692,2.64,135799.0,44201.0
23407,5.04,13825,2.91,158202.0,21798.0
21573,7.04,14186,2.81,191737.0,-11737.0
22344,5.06,11224,2.77,144151.0,35849.0
20355,5.6,10489,2.16,136644.0,43356.0
21405,5.13,11912,2.34,137682.0,42318.0
21977,7.11,13452,2.12,184775.0,-4775.0
24217,6.68,12706,2.46,193026.0,-13026.0
21056,5.52,14292,2.49,151816.0,28184.0
20331,6.02,10992,2.16,146135.0,33865.0
22761,5.44,11452,2.47,152106.0,27894.0
20201,5.95,11670,2.1,144703.0,35297.0
21903,6.4,14069,2.87,180557.0,-557.0
20017,7.19,12676,2.9,180683.0,-683.0
22730,7.42,10679,2.98,200480.0,-20480.0
24741,5.08,14504,2.69,164700.0,15300.0
24209,6.98,11565,2.06,192803.0,-12803.0
23192,7.84,11932,2.57,212491.0,-32491.0
23671,7.2,11755,2.02,194176.0,-14176.0
21557,6.33,13591,2.21,166492.0,13508.0
24209,6.0,11242,2.86,177406.0,2594.0
20162,5.25,12776,2.15,133319.0,46681.0
24334,5.01,12531,2.45,152614.0,27386.0
24841,6.97,10080,2.24,195721.0,-15721.0
22214,7.56,13781,2.18,197980.0,-17980.0
22379,6.68,12350,2.1,175427.0,4573.0
22642,7.86,10418,2.23,201198.0,-21198.0
23927,6.54,14245,2.43,191098.0,-11098.0
22707,7.4,13157,2.74,204082.0,-24082.0
23656,7.71,14310,2.33,215730.0,-35730.0
24093,5.95,10213,2.27,166537.0,13463.0
23749,5.49,12194,2.53,161233.0,18767.0
24474,6.56,12711,2.93,197793.0,-17793.0
24837,5.13,11655,2.58,157484.0,22516.0
21465,7.35,12853,2.97,195941.0,-15941.0
20315,7.91,12217,2.3,188791.0,-8791.0
24271,6.17,12652,2.04,175562.0,4438.0
22234,5.49,14127,2.49,157241.0,22759.0
22145,5.82,12148,2.28,156581.0,23419.0
24281,5.95,14124,2.56,180629.0,-629.0
24362,6.97,11381,2.74,200987.0,-20987.0
24989,5.81,14906,2.26,178874.0,1126.0
24660,7.82,10387,2.36,217355.0,-37355.0
24185,5.21,14772,2.59,164263.0,15737.0
20485,7.92,11893,2.82,195779.0,-15779.0
24793,6.42,12405,2.78,193657.0,-13657.0
24728,6.04,13254,2.76,185938.0,-5938.0
20407,6.42,14152,2.89,171912.0,8088.0
20859,5.21,14715,2.15,140313.0,39687.0
22325,5.91,12609,2.04,157663.0,22337.0
22938,6.6,12758,2.75,186475.0,-6475.0
20053,5.58,14027,2.18,142475.0,37525.0
22352,7.04,10495,2.24,180867.0,-867.0
24861,5.43,12063,2.54,165635.0,14365.0
22253,5.64,11697,2.06,149603.0,30397.0
23799,7.42,14653,2.53,213661.0,-33661.0
24401,7.87,13534,2.35,223841.0,-43841.0
22693,5.12,10430,2.72,144558.0,35442.0
21564,6.24,11376,2.0,157311.0,22689.0
23919,6.83,12244,2.02,188100.0,-8100.0
20215,6.67,13382,2.53,168691.0,11309.0
22508,5.42,13561,2.34,153726.0,26274.0
20143,6.21,14552,2.87,166852.0,13148.0
21338,7.66,10740,2.91,194702.0,-14702.0
20430,6.47,14669,2.65,171055.0,8945.0
21179,7.19,12619,2.12,179029.0,971.0
20580,5.5,14228,2.42,147622.0,32378.0
21480,5.75,10578,2.81,153234.0,26766.0
20361,5.11,11870,2.43,132889.0,47111.0
21842,6.3,10157,2.49,162896.0,17104.0
23739,5.58,13216,2.92,171054.0,8946.0
22595,5.44,10490,2.88,153128.0,26872.0
22678,6.43,12980,2.22,174635.0,5365.0
22575,6.11,13046,2.52,170809.0,9191.0
