CustomerID,InvoiceDate,InvoiceNumber,ProductCode,ProductDescription,QuantityPurchased,UnitCost,InvoiceAmount
C1029,25/09/2024,INV45560D,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1057,25/09/2024,INV45560E,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1071,25/09/2024,INV45560F,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1075,25/09/2024,INV45560G,CT3981567,HONEY-ROASTED ALMOND BRITTLE,12,6,72
C1012,26/09/2024,INV45561H,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1012,26/09/2024,INV45561I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1018,26/09/2024,INV45561J,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1029,26/09/2024,INV45561K,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1036,26/09/2024,INV45561L,CT4923568,MINI COOKIE POUCH,10,5,50
C1049,26/09/2024,INV45561M,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1051,26/09/2024,INV45561N,CT3981567,PLANT-BASED MINI COOKIES,7,9,42
C1059,26/09/2024,INV45561O,CT8712654,BROWNIE BITES,13,7,91
C1031,27/09/2024,INV45562P,CT4923568,MINI COOKIE POUCH,6,5,30
C1031,27/09/2024,INV45562Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1047,27/09/2024,INV45562R,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1054,27/09/2024,INV45562S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1063,27/09/2024,INV45562T,CT8239476,SWEET TOOTH BOX,7,15,105
C1067,27/09/2024,INV45562U,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1068,27/09/2024,INV45562V,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1075,27/09/2024,INV45562W,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1016,28/09/2024,INV45563X,CT8152376,DIY COOKIE MIX,8,14,112
C1065,28/09/2024,INV45563Y,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1072,28/09/2024,INV45563Z,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1005,29/09/2024,INV45564A,CT8239476,SWEET TOOTH BOX,5,15,75
C1018,29/09/2024,INV45564B,CT8152376,DIY COOKIE MIX,7,14,98
C1023,29/09/2024,INV45564C,CT8152376,DIY COOKIE MIX,7,14,98
C1032,29/09/2024,INV45564D,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1036,29/09/2024,INV45564E,CT9564237,PLANT-BASED MINI COOKIES,14,9,126
C1060,29/09/2024,INV45564F,CT8152376,DIY COOKIE MIX,10,14,140
C1068,29/09/2024,INV45564G,CT4923568,MINI COOKIE POUCH,9,5,45
C1069,29/09/2024,INV45564H,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1010,30/09/2024,INV45565I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1022,30/09/2024,INV45565J,CT8641935,PLANT-BASED MINI COOKIES,16,9,128
C1025,30/09/2024,INV45565K,CT8152376,DIY COOKIE MIX,6,14,84
C1044,30/09/2024,INV45565L,CT8239476,SWEET TOOTH BOX,10,15,150
C1059,30/09/2024,INV45565M,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1068,30/09/2024,INV45565N,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1073,30/09/2024,INV45565O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1009,01/10/2024,INV45566P,CT8239476,SWEET TOOTH BOX,11,15,165
C1016,01/10/2024,INV45566Q,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1040,01/10/2024,INV45566R,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1052,01/10/2024,INV45566S,CT8712654,GLUTEN-FREE BROWNIE BITES,6,11,42
C1053,01/10/2024,INV45566T,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1068,01/10/2024,INV45566U,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1008,02/10/2024,INV45567V,CT8712654,BROWNIE BITES,6,7,42
C1016,02/10/2024,INV45567W,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1031,02/10/2024,INV45567X,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1053,02/10/2024,INV45567Y,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1055,02/10/2024,INV45567Z,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1006,03/10/2024,INV45568A,CT4923568,MINI COOKIE POUCH,7,5,35
C1018,03/10/2024,INV45568B,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1053,03/10/2024,INV45568C,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1061,03/10/2024,INV45568D,CT8152376,DIY COOKIE MIX,5,14,70
C1063,03/10/2024,INV45568E,CT5347126,GLUTEN-FREE BROWNIE BITES,12,11,132
C1081,03/10/2024,INV45568F,CT4923568,MINI COOKIE POUCH,9,5,45
C1010,04/10/2024,INV45569G,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1012,04/10/2024,INV45569H,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,11,12,132
C1034,04/10/2024,INV45569I,CT3981567,HONEY-ROASTED ALMOND BRITTLE,14,6,84
C1037,04/10/2024,INV45569J,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1039,04/10/2024,INV45569K,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1040,04/10/2024,INV45569L,CT3981567,HONEY-ROASTED ALMOND BRITTLE,13,6,78
C1043,04/10/2024,INV45569M,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1055,04/10/2024,INV45569N,CT8712654,BROWNIE BITES,12,7,84
C1071,04/10/2024,INV45569O,CT9564237,MINI COOKIE POUCH,6,5,54
C1026,05/10/2024,INV45570P,CT3981567,HONEY-ROASTED ALMOND BRITTLE,13,6,78
C1048,05/10/2024,INV45570Q,CT8152376,DIY COOKIE MIX,11,14,154
C1053,05/10/2024,INV45570R,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1009,06/10/2024,INV45571S,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1028,06/10/2024,INV45571T,CT8641935,FREEZE-DRIED FRUIT CHIPS,12,8,96
C1033,06/10/2024,INV45571U,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1040,06/10/2024,INV45571V,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1045,06/10/2024,INV45571W,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1045,06/10/2024,INV45571X,CT8712654,BROWNIE BITES,10,7,70
C1046,06/10/2024,INV45571Y,CT5347126,GLUTEN-FREE BROWNIE BITES,11,11,121
C1053,06/10/2024,INV45571Z,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1072,06/10/2024,INV45571A,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1005,07/10/2024,INV45572B,CT8239476,SWEET TOOTH BOX,7,15,105
C1006,07/10/2024,INV45572C,CT8152376,DIY COOKIE MIX,10,14,140
C1011,07/10/2024,INV45572D,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1011,07/10/2024,INV45572E,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1027,07/10/2024,INV45572F,CT4923568,MINI COOKIE POUCH,10,5,50
C1030,07/10/2024,INV45572G,CT5347126,GLUTEN-FREE BROWNIE BITES,16,11,176
C1032,07/10/2024,INV45572H,CT5347126,GLUTEN-FREE BROWNIE BITES,7,11,77
C1037,07/10/2024,INV45572I,CT8239476,SWEET TOOTH BOX,8,15,120
C1050,07/10/2024,INV45572J,CT4923568,MINI COOKIE POUCH,9,5,45
C1009,08/10/2024,INV45573K,CT8712654,BROWNIE BITES,9,7,63
C1014,08/10/2024,INV45573L,CT8239476,SWEET TOOTH BOX,12,15,180
C1023,08/10/2024,INV45573M,CT4923568,MINI COOKIE POUCH,11,5,55
C1027,08/10/2024,INV45573N,CT9564237,MINI COOKIE POUCH,11,5,99
C1032,08/10/2024,INV45573O,CT8239476,SWEET TOOTH BOX,9,15,135
C1064,08/10/2024,INV45573P,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1069,08/10/2024,INV45573Q,CT8712654,BROWNIE BITES,10,7,70
C1070,08/10/2024,INV45573R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1075,08/10/2024,INV45573S,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1004,09/10/2024,INV45574T,CT4923568,MINI COOKIE POUCH,8,5,40
C1041,09/10/2024,INV45574U,CT8152376,DIY COOKIE MIX,4,14,56
C1044,09/10/2024,INV45574V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1051,09/10/2024,INV45574W,CT2671398,PLANT-BASED MINI COOKIES,7,9,91
C1054,09/10/2024,INV45574X,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1061,09/10/2024,INV45574Y,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1063,09/10/2024,INV45574Z,CT3825961,MAPLE-CRUSTED PECANS,9,10,90
C1071,09/10/2024,INV45574A,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1009,10/10/2024,INV45575B,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1009,10/10/2024,INV45575C,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1012,10/10/2024,INV45575D,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1031,10/10/2024,INV45575E,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1034,10/10/2024,INV45575F,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1036,10/10/2024,INV45575G,CT5347126,GLUTEN-FREE BROWNIE BITES,14,11,154
C1039,10/10/2024,INV45575H,CT8152376,DIY COOKIE MIX,10,14,140
C1057,10/10/2024,INV45575I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,7,13,91
C1019,11/10/2024,INV45576J,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1033,11/10/2024,INV45576K,CT8712654,BROWNIE BITES,10,7,70
C1035,11/10/2024,INV45576L,CT8152376,DIY COOKIE MIX,19,14,266
C1040,11/10/2024,INV45576M,CT4923568,MINI COOKIE POUCH,8,5,40
C1040,11/10/2024,INV45576N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,13,6,78
C1049,11/10/2024,INV45576O,CT8239476,SWEET TOOTH BOX,10,15,150
C1052,11/10/2024,INV45576P,CT2671398,GLUTEN-FREE BROWNIE BITES,10,11,130
C1053,11/10/2024,INV45576Q,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1054,11/10/2024,INV45576R,CT8152376,DIY COOKIE MIX,12,14,168
C1060,11/10/2024,INV45576S,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1062,11/10/2024,INV45576T,CT8152376,DIY COOKIE MIX,16,14,224
C1078,11/10/2024,INV45576U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1004,12/10/2024,INV45577V,CT8239476,SWEET TOOTH BOX,5,15,75
C1006,12/10/2024,INV45577W,CT4923568,MINI COOKIE POUCH,8,5,40
C1014,12/10/2024,INV45577X,CT4923568,MINI COOKIE POUCH,7,5,35
C1022,12/10/2024,INV45577Y,CT5347126,PLANT-BASED MINI COOKIES,17,9,187
C1024,12/10/2024,INV45577Z,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1033,12/10/2024,INV45577A,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,17,13,221
C1042,12/10/2024,INV45577B,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1048,12/10/2024,INV45577C,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1055,12/10/2024,INV45577D,CT8152376,DIY COOKIE MIX,7,14,98
C1058,12/10/2024,INV45577E,CT4923568,MINI COOKIE POUCH,5,5,25
C1065,12/10/2024,INV45577F,CT8712654,BROWNIE BITES,6,7,42
C1011,13/10/2024,INV45578G,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1033,13/10/2024,INV45578H,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1035,13/10/2024,INV45578I,CT8152376,DIY COOKIE MIX,20,14,280
C1059,13/10/2024,INV45578J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1067,13/10/2024,INV45578K,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1007,14/10/2024,INV45579L,CT8712654,BROWNIE BITES,6,7,42
C1007,14/10/2024,INV45579M,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1014,14/10/2024,INV45579N,CT9564237,PLANT-BASED MINI COOKIES,9,9,81
C1050,14/10/2024,INV45579O,CT4923568,MINI COOKIE POUCH,8,5,40
C1064,14/10/2024,INV45579P,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1009,15/10/2024,INV45580Q,CT3825961,MAPLE-CRUSTED PECANS,14,10,140
C1013,15/10/2024,INV45580R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,14,13,182
C1016,15/10/2024,INV45580S,CT3981567,HONEY-ROASTED ALMOND BRITTLE,14,6,84
C1022,15/10/2024,INV45580T,CT8641935,PLANT-BASED MINI COOKIES,8,9,64
C1032,15/10/2024,INV45580U,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1032,15/10/2024,INV45580V,CT8641935,FREEZE-DRIED FRUIT CHIPS,10,8,80
C1041,15/10/2024,INV45580W,CT8152376,DIY COOKIE MIX,6,14,84
C1043,15/10/2024,INV45580X,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1057,15/10/2024,INV45580Y,CT4923568,MINI COOKIE POUCH,7,5,35
C1026,16/10/2024,INV45581Z,CT4923568,MINI COOKIE POUCH,10,5,50
C1039,16/10/2024,INV45581A,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1042,16/10/2024,INV45581B,CT8239476,SWEET TOOTH BOX,10,15,150
C1046,16/10/2024,INV45581C,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1047,16/10/2024,INV45581D,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1056,16/10/2024,INV45581E,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1068,16/10/2024,INV45581F,CT8152376,DIY COOKIE MIX,11,14,154
C1002,17/10/2024,INV45582G,CT3825961,GLUTEN-FREE BROWNIE BITES,7,11,70
C1035,17/10/2024,INV45582H,CT8239476,SWEET TOOTH BOX,18,15,270
C1051,17/10/2024,INV45582I,CT8152376,PLANT-BASED MINI COOKIES,8,9,112
C1053,17/10/2024,INV45582J,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1055,17/10/2024,INV45582K,CT3825961,MAPLE-CRUSTED PECANS,6,10,60
C1062,17/10/2024,INV45582L,CT9564237,PLANT-BASED MINI COOKIES,14,9,126
C1067,17/10/2024,INV45582M,CT8239476,SWEET TOOTH BOX,5,15,75
C1069,17/10/2024,INV45582N,CT8239476,SWEET TOOTH BOX,15,15,225
C1003,18/10/2024,INV45583O,CT9564237,PLANT-BASED MINI COOKIES,12,9,108
C1022,18/10/2024,INV45583P,CT9564237,PLANT-BASED MINI COOKIES,16,9,144
C1031,18/10/2024,INV45583Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1033,18/10/2024,INV45583R,CT8152376,DIY COOKIE MIX,12,14,168
C1047,18/10/2024,INV45583S,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1090,18/10/2024,INV45583T,CT8152376,DIY COOKIE MIX,6,14,84
C1024,19/10/2024,INV45584U,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1030,19/10/2024,INV45584V,CT9564237,PLANT-BASED MINI COOKIES,13,9,117
C1034,19/10/2024,INV45584W,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1058,19/10/2024,INV45584X,CT8239476,SWEET TOOTH BOX,4,15,60
C1058,19/10/2024,INV45584Y,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1074,19/10/2024,INV45584Z,CT8152376,DIY COOKIE MIX,10,14,140
C1009,20/10/2024,INV45585A,CT8712654,BROWNIE BITES,13,7,91
C1021,20/10/2024,INV45585B,CT8712654,BROWNIE BITES,9,7,63
C1029,20/10/2024,INV45585C,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,9,12,108
C1045,20/10/2024,INV45585D,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1048,20/10/2024,INV45585E,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1062,20/10/2024,INV45585F,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1063,20/10/2024,INV45585G,CT4923568,MINI COOKIE POUCH,12,5,60
C1003,21/10/2024,INV45586H,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,11,13,143
C1024,21/10/2024,INV45586I,CT8641935,FREEZE-DRIED FRUIT CHIPS,9,8,72
C1041,21/10/2024,INV45586J,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1044,21/10/2024,INV45586K,CT3825961,MAPLE-CRUSTED PECANS,10,10,100
C1046,21/10/2024,INV45586L,CT4923568,MINI COOKIE POUCH,8,5,40
C1046,21/10/2024,INV45586M,CT9564237,PLANT-BASED MINI COOKIES,11,9,99
C1065,21/10/2024,INV45586N,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1067,21/10/2024,INV45586O,CT8152376,DIY COOKIE MIX,5,14,70
C1070,21/10/2024,INV45586P,CT5347126,GLUTEN-FREE BROWNIE BITES,5,11,55
C1070,21/10/2024,INV45586Q,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1074,21/10/2024,INV45586R,CT8712654,BROWNIE BITES,5,7,35
C1087,21/10/2024,INV45586S,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1001,22/10/2024,INV45587T,CT8641935,FREEZE-DRIED FRUIT CHIPS,8,8,64
C1013,22/10/2024,INV45587U,CT4923568,MINI COOKIE POUCH,8,5,40
C1017,22/10/2024,INV45587V,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,6,12,72
C1021,22/10/2024,INV45587W,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1025,22/10/2024,INV45587X,CT3825961,MAPLE-CRUSTED PECANS,5,10,50
C1035,22/10/2024,INV45587Y,CT3981567,HONEY-ROASTED ALMOND BRITTLE,16,6,96
C1045,22/10/2024,INV45587Z,CT8152376,DIY COOKIE MIX,6,14,84
C1053,22/10/2024,INV45587A,CT9564237,PLANT-BASED MINI COOKIES,5,9,45
C1000,23/10/2024,INV45588B,CT4923568,MINI COOKIE POUCH,7,5,35
C1009,23/10/2024,INV45588C,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,15,13,195
C1029,23/10/2024,INV45588D,CT8712654,BROWNIE BITES,11,7,77
C1042,23/10/2024,INV45588E,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1052,23/10/2024,INV45588F,CT3825961,GLUTEN-FREE BROWNIE BITES,7,11,70
C1056,23/10/2024,INV45588G,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1016,24/10/2024,INV45589H,CT8712654,BROWNIE BITES,8,7,56
C1029,24/10/2024,INV45589I,CT4923568,MINI COOKIE POUCH,14,5,70
C1036,24/10/2024,INV45589J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,16,6,96
C1047,24/10/2024,INV45589K,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1033,25/10/2024,INV45590L,CT3981567,HONEY-ROASTED ALMOND BRITTLE,15,6,90
C1048,25/10/2024,INV45590M,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1050,25/10/2024,INV45590N,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1052,25/10/2024,INV45590O,CT2671398,GLUTEN-FREE BROWNIE BITES,9,11,117
C1057,25/10/2024,INV45590P,CT3825961,MAPLE-CRUSTED PECANS,11,10,110
C1075,25/10/2024,INV45590Q,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1003,26/10/2024,INV45591R,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,13,13,169
C1004,26/10/2024,INV45591S,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1007,26/10/2024,INV45591T,CT8641935,FREEZE-DRIED FRUIT CHIPS,6,8,48
C1008,26/10/2024,INV45591U,CT8712654,BROWNIE BITES,10,7,70
C1030,26/10/2024,INV45591V,CT3825961,MAPLE-CRUSTED PECANS,15,10,150
C1034,26/10/2024,INV45591W,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,13,12,156
C1071,26/10/2024,INV45591X,CT8712654,BROWNIE BITES,9,7,63
C1073,26/10/2024,INV45591Y,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1007,27/10/2024,INV45592Z,CT3825961,MAPLE-CRUSTED PECANS,7,10,70
C1014,27/10/2024,INV45592A,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1019,27/10/2024,INV45592B,CT4923568,MINI COOKIE POUCH,7,5,35
C1022,27/10/2024,INV45592C,CT9564237,PLANT-BASED MINI COOKIES,10,9,90
C1049,27/10/2024,INV45592D,CT8239476,SWEET TOOTH BOX,9,15,135
C1066,27/10/2024,INV45592E,CT8152376,DIY COOKIE MIX,7,14,98
C1012,28/10/2024,INV45593F,CT4923568,MINI COOKIE POUCH,13,5,65
C1055,28/10/2024,INV45593G,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,96
C1056,28/10/2024,INV45593H,CT5347126,GLUTEN-FREE BROWNIE BITES,6,11,66
C1064,28/10/2024,INV45593I,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1065,28/10/2024,INV45593J,CT3981567,HONEY-ROASTED ALMOND BRITTLE,9,6,54
C1003,29/10/2024,INV45594K,CT8641935,FREEZE-DRIED FRUIT CHIPS,11,8,88
C1003,29/10/2024,INV45594L,CT5347126,GLUTEN-FREE BROWNIE BITES,14,11,154
C1014,29/10/2024,INV45594M,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,7,12,84
C1048,29/10/2024,INV45594N,CT3981567,HONEY-ROASTED ALMOND BRITTLE,5,6,30
C1055,29/10/2024,INV45594O,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,6,13,78
C1073,29/10/2024,INV45594P,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1002,30/10/2024,INV45595Q,CT3981567,GLUTEN-FREE BROWNIE BITES,6,11,36
C1011,30/10/2024,INV45595R,CT8239476,SWEET TOOTH BOX,6,15,90
C1012,30/10/2024,INV45595S,CT3981567,HONEY-ROASTED ALMOND BRITTLE,10,6,60
C1014,30/10/2024,INV45595T,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,10,13,130
C1022,30/10/2024,INV45595U,CT6193754,PLANT-BASED MINI COOKIES,12,9,144
C1025,30/10/2024,INV45595V,CT4923568,MINI COOKIE POUCH,7,5,35
C1030,30/10/2024,INV45595W,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1053,30/10/2024,INV45595X,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
C1058,30/10/2024,INV45595Y,CT8641935,FREEZE-DRIED FRUIT CHIPS,5,8,40
C1060,30/10/2024,INV45595Z,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,10,12,120
C1071,30/10/2024,INV45595A,CT8239476,SWEET TOOTH BOX,8,15,120
C1002,31/10/2024,INV45596B,CT8239476,GLUTEN-FREE BROWNIE BITES,7,11,105
C1026,31/10/2024,INV45596C,CT9564237,PLANT-BASED MINI COOKIES,14,9,126
C1027,31/10/2024,INV45596D,CT8239476,SWEET TOOTH BOX,6,15,90
C1029,31/10/2024,INV45596E,CT8152376,DIY COOKIE MIX,8,14,112
C1030,31/10/2024,INV45596F,CT8712654,BROWNIE BITES,14,7,98
C1033,31/10/2024,INV45596G,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1044,31/10/2024,INV45596H,CT8152376,DIY COOKIE MIX,9,14,126
C1050,31/10/2024,INV45596I,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,8,13,104
C1051,31/10/2024,INV45596J,CT5347126,PLANT-BASED MINI COOKIES,6,9,66
C1055,31/10/2024,INV45596K,CT8641935,FREEZE-DRIED FRUIT CHIPS,7,8,56
C1060,31/10/2024,INV45596L,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1064,31/10/2024,INV45596M,CT8239476,SWEET TOOTH BOX,10,15,150
C1070,31/10/2024,INV45596N,CT8152376,DIY COOKIE MIX,4,14,56
C1093,31/10/2024,INV45596O,CT4923568,MINI COOKIE POUCH,7,5,35
C1024,01/11/2024,INV45597P,CT8712654,BROWNIE BITES,9,7,63
C1035,01/11/2024,INV45597Q,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,14,12,168
C1043,01/11/2024,INV45597R,CT9564237,PLANT-BASED MINI COOKIES,8,9,72
C1046,01/11/2024,INV45597S,CT5347126,GLUTEN-FREE BROWNIE BITES,8,11,88
C1050,01/11/2024,INV45597T,CT4923568,MINI COOKIE POUCH,11,5,55
C1056,01/11/2024,INV45597U,CT3981567,HONEY-ROASTED ALMOND BRITTLE,7,6,42
C1058,01/11/2024,INV45597V,CT9564237,PLANT-BASED MINI COOKIES,6,9,54
C1065,01/11/2024,INV45597W,CT3981567,HONEY-ROASTED ALMOND BRITTLE,8,6,48
C1001,02/11/2024,INV45598X,CT4923568,MINI COOKIE POUCH,8,5,40
C1019,02/11/2024,INV45598Y,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1023,02/11/2024,INV45598Z,CT5347126,GLUTEN-FREE BROWNIE BITES,10,11,110
C1035,02/11/2024,INV45598A,CT3825961,MAPLE-CRUSTED PECANS,8,10,80
C1036,02/11/2024,INV45598B,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,9,13,117
C1041,02/11/2024,INV45598C,CT8712654,BROWNIE BITES,7,7,49
C1056,02/11/2024,INV45598D,CT8239476,SWEET TOOTH BOX,9,15,135
C1058,02/11/2024,INV45598E,CT9564237,PLANT-BASED MINI COOKIES,7,9,63
C1060,02/11/2024,INV45598F,CT2671398,CHOCOLATE-COVERED ESPRESSO BEANS,5,13,65
C1069,02/11/2024,INV45598G,CT8712654,BROWNIE BITES,11,7,77
C1069,02/11/2024,INV45598H,CT8641935,FREEZE-DRIED FRUIT CHIPS,15,8,120
C1002,03/11/2024,INV45599I,CT3981567,CHOCOLATE-DIPPED BISCOTTI FINGERS,8,12,48
C1027,03/11/2024,INV45599J,CT5347126,BROWNIE BITES,10,7,110
C1029,03/11/2024,INV45599K,CT4923568,MINI COOKIE POUCH,13,5,65
C1041,03/11/2024,INV45599L,CT6193754,CHOCOLATE-DIPPED BISCOTTI FINGERS,5,12,60
