customer_id,age,gender,days_since_last_signed_in,distance_from_gym,works_at_partner_company,discounted_signup,avg_monthly_visits,attends_group_classes,referred_by_friend,churned,predicted_churned,churn_probability
FG13832C,44,0,2,0,1,0,18,1,0,0,0,0.03
FG13833F,19,1,17,0,1,0,1,1,0,0,0,0.0
FG13834G,24,0,15,1,0,1,2,1,0,0,0,0.02
FG13835M,31,1,10,1,0,0,20,1,0,0,0,0.0
FG13836V,48,1,10,0,0,1,10,1,0,0,0,0.01
FG13837M,38,1,2,1,1,0,9,1,0,0,0,0.0
FG13838T,24,1,21,2,0,0,23,0,0,0,0,0.02
FG13839P,51,1,41,0,0,0,20,0,1,1,1,0.87
FG13840F,27,0,3,1,0,1,16,1,0,0,0,0.0
FG13841H,27,1,4,1,0,1,23,1,0,0,0,0.0
FG13842T,44,0,16,0,0,1,15,0,0,0,0,0.24
FG13843Y,22,0,2,1,0,0,20,0,0,0,0,0.0
FG13844F,34,0,10,1,0,0,23,1,0,0,0,0.05
FG13845X,42,1,0,1,0,0,21,0,0,0,0,0.0
FG13846X,43,1,22,0,0,0,20,1,0,1,1,0.23
FG13847B,30,1,16,0,0,0,1,1,0,0,0,0.0
FG13848C,34,0,9,1,0,0,6,1,0,0,0,0.0
FG13849D,20,0,17,0,0,0,3,0,0,0,0,0.03
FG13850V,29,0,2,1,0,0,22,1,0,0,0,0.0
FG13851X,40,0,19,0,0,0,19,0,0,0,0,0.09
FG13852P,48,1,4,1,0,0,14,0,0,0,0,0.0
FG13853E,23,1,4,0,0,0,7,0,0,0,0,0.0
FG13854D,32,0,14,2,0,0,14,0,0,0,0,0.0
FG13855X,32,1,4,1,0,0,15,1,0,0,0,0.0
FG13856D,22,1,5,1,0,0,16,1,0,0,0,0.0
FG13857Y,42,0,2,1,0,0,9,1,0,0,0,0.0
FG13858A,27,1,5,1,0,0,21,1,0,0,0,0.0
FG13859F,31,0,8,1,0,0,20,1,1,0,0,0.0
FG13860Y,29,0,18,2,0,0,12,0,0,0,0,0.0
FG13861I,28,0,27,2,0,0,12,0,0,0,0,0.0
FG13862L,34,1,6,1,0,0,12,0,0,0,0,0.0
FG13863V,33,1,14,0,0,0,11,0,0,0,0,0.01
FG13864G,32,0,3,0,0,0,16,1,0,0,0,0.0
FG13865K,26,1,18,0,0,0,22,1,1,0,0,0.0
FG13866R,38,1,5,1,1,0,10,1,0,0,0,0.01
FG13867V,19,1,9,1,0,0,5,0,0,0,0,0.0
FG13868H,36,1,1,1,0,0,17,1,0,0,0,0.0
FG13869Z,43,1,10,1,0,0,10,0,0,0,0,0.0
FG13870N,33,0,19,0,0,0,13,0,0,1,1,0.67
FG13871V,38,1,19,0,0,0,19,1,0,0,0,0.15
FG13872E,23,1,6,1,0,0,4,0,0,0,0,0.0
FG13873P,18,0,1,1,0,0,13,1,0,0,0,0.0
FG13874Y,27,1,22,2,0,0,17,0,0,0,0,0.0
FG13875C,45,1,8,0,0,1,4,1,0,0,0,0.05
FG13876A,44,1,16,2,0,1,24,0,0,0,0,0.07
FG13877E,38,0,13,1,0,1,8,0,0,1,1,0.76
FG13878D,20,0,7,0,0,0,8,0,0,0,0,0.01
FG13879M,33,0,13,0,0,1,10,0,0,0,0,0.07
FG13880V,38,0,23,2,0,1,15,0,1,0,0,0.17
FG13881J,34,1,0,0,0,1,14,0,0,0,0,0.03
FG13882X,52,0,21,1,0,1,23,0,0,1,1,0.89
FG13883R,26,1,9,1,0,0,1,0,0,0,0,0.0
FG13884V,35,0,15,2,0,0,15,0,0,0,0,0.12
FG13885F,39,0,16,2,1,0,24,0,1,0,0,0.03
FG13886Y,18,1,11,2,0,0,22,0,0,0,0,0.0
FG13887V,32,1,12,2,0,0,12,0,0,0,0,0.0
FG13888M,34,1,17,2,0,0,6,0,0,0,0,0.14
FG13889X,42,0,1,1,0,0,9,0,0,0,0,0.0
FG13890L,40,0,16,1,0,0,14,0,0,1,1,0.7
FG13891B,40,0,3,1,0,0,22,0,0,0,0,0.0
FG13892L,27,1,25,2,0,0,4,0,0,0,0,0.0
FG13893D,17,1,18,2,0,0,11,0,1,0,0,0.0
FG13894L,30,1,6,1,0,0,12,1,0,0,0,0.0
FG13895O,42,1,18,0,0,1,18,0,0,0,0,0.161
FG13896B,49,0,12,2,0,0,15,0,0,0,0,0.08
FG13897X,41,1,3,1,0,1,16,0,0,0,0,0.0
FG13898N,39,0,1,1,0,0,18,1,1,0,0,0.0
FG13899S,37,1,4,1,0,0,11,1,0,0,0,0.0
FG13900K,52,0,22,1,0,0,5,1,0,1,1,1.0
FG13901R,33,0,6,0,0,0,12,0,0,0,0,0.03
FG13902S,18,0,0,1,0,1,21,0,0,0,0,0.0
FG13903R,35,1,45,1,0,0,18,0,0,1,1,0.87
FG13904A,18,0,15,2,0,0,16,0,0,0,0,0.01
FG13905Z,31,1,21,0,0,0,21,0,1,0,0,0.02
FG13906Y,48,1,6,1,0,0,24,0,0,0,0,0.01
FG13907X,19,1,14,2,0,0,2,0,0,0,0,0.02
FG13908G,38,1,11,1,0,0,13,1,1,0,0,0.0
FG13909V,27,1,0,1,0,0,15,1,1,0,0,0.0
FG13910I,20,1,27,2,0,0,16,1,0,0,0,0.01
FG13911W,38,0,4,1,0,0,4,1,0,0,0,0.0
FG13912B,43,1,9,0,0,0,2,1,0,0,0,0.0
FG13913N,42,1,15,1,0,0,23,0,1,1,1,0.62
FG13914P,51,0,21,1,1,1,15,1,0,1,1,0.92
FG13915Y,34,1,19,0,0,1,1,0,0,0,0,0.23
FG13916V,34,1,2,1,0,0,22,1,0,0,0,0.0
FG13917W,40,1,9,0,0,0,24,0,1,0,0,0.0
FG13918Q,44,0,10,0,0,0,15,0,0,0,0,0.01
FG13919I,33,1,20,2,0,0,9,0,0,0,0,0.1
FG13920T,28,0,8,0,1,0,3,1,0,0,0,0.0
FG13921M,37,0,8,1,0,1,11,1,0,0,0,0.0
FG13922K,31,0,25,2,0,1,19,0,0,0,0,0.07
FG13923L,47,1,15,0,1,0,14,1,0,1,1,0.73
FG13924Q,33,0,18,0,0,0,3,0,0,1,1,0.72
FG13925X,32,0,14,2,1,0,8,0,0,0,0,0.0
FG13926P,41,0,10,0,1,0,13,0,1,0,0,0.09
FG13927G,41,0,1,1,1,0,8,0,1,0,0,0.0
FG13928V,24,0,4,0,0,0,10,0,0,0,0,0.0
FG13929C,38,1,7,1,0,0,11,1,0,0,0,0.0
FG13930V,42,1,13,1,0,1,15,0,0,0,0,0.06
FG13931H,52,1,19,0,0,0,11,0,0,1,1,0.98
FG13932Y,44,1,12,1,1,0,24,0,0,0,0,0.07
FG13933H,43,1,5,1,0,0,5,0,0,0,0,0.0
FG13934C,37,1,7,1,0,0,19,1,0,0,0,0.0
FG13935L,38,1,9,0,0,0,25,0,0,0,0,0.01
FG13936C,46,1,7,1,0,0,19,0,0,0,0,0.0
FG13937D,21,1,17,1,0,1,10,0,0,0,0,0.01
FG13938T,31,0,5,1,1,1,8,0,0,0,0,0.0
FG13939V,27,0,11,1,0,1,3,1,0,0,0,0.0
FG13940H,37,0,8,1,0,0,4,1,0,0,0,0.0
FG13941P,45,0,18,0,0,0,1,1,0,0,0,0.11
FG13942L,28,1,0,1,0,0,23,1,0,0,0,0.0
FG13943Q,19,1,24,2,0,0,22,0,0,0,0,0.0
FG13944S,32,1,24,2,0,0,16,0,0,0,0,0.01
FG13945L,45,1,20,2,0,0,7,0,0,0,0,0.48
FG13946I,41,0,30,2,0,0,5,0,0,0,0,0.07
FG13947U,39,0,4,1,0,1,19,0,0,0,0,0.0
FG13948F,30,1,16,0,0,0,11,0,0,0,0,0.0
FG13949P,22,1,13,0,0,0,24,1,0,0,0,0.01
FG13950E,40,1,11,0,0,0,5,0,0,0,0,0.0
FG13951L,43,1,18,2,0,1,11,1,0,1,1,0.85
FG13952H,56,0,25,0,0,0,14,1,0,1,1,0.99
FG13953V,40,1,16,2,0,1,5,0,0,0,0,0.17
FG13954W,30,0,6,1,0,0,20,1,1,0,0,0.0
FG13955S,28,1,28,2,0,1,2,1,1,0,0,0.12
FG13956W,32,1,8,0,0,0,14,1,1,0,0,0.01
FG13957U,32,0,15,0,0,0,9,0,0,0,0,0.07
FG13958B,46,0,9,1,0,0,3,0,0,0,0,0.0
FG13959A,37,1,7,0,0,0,11,1,0,0,0,0.01
FG13960I,26,0,20,2,1,1,8,0,0,0,0,0.01
FG13961J,61,1,4,1,0,0,14,0,0,0,0,0.12
FG13962J,35,1,4,0,0,0,6,1,0,0,0,0.0
FG13963O,42,0,37,1,0,0,7,0,0,1,1,0.92
FG13964E,29,0,10,2,0,0,16,0,1,0,0,0.0
FG13965D,37,0,2,1,0,0,14,0,1,0,0,0.0
FG13966J,37,1,4,1,0,0,8,0,0,0,0,0.0
FG13967D,18,1,13,1,0,1,8,1,0,0,0,0.01
FG13968U,20,1,9,0,0,1,19,1,0,0,0,0.0
FG13969N,47,0,9,1,0,1,4,1,0,0,0,0.0
FG13970K,36,0,17,0,0,0,2,0,1,1,1,0.25
FG13971T,23,0,18,2,0,0,6,0,1,0,0,0.0
FG13972R,38,1,18,2,1,0,3,1,0,0,0,0.13
FG13973U,35,1,1,1,0,0,17,1,0,0,0,0.0
FG13974Y,38,1,28,0,0,0,7,0,0,0,0,0.29
FG13975M,36,1,6,0,1,1,7,1,1,0,0,0.07
FG13976K,40,0,13,1,0,0,25,0,1,0,0,0.03
FG13977Y,49,1,14,1,1,0,19,0,0,0,0,0.01
FG13978Q,40,0,9,1,0,1,22,0,0,0,0,0.0
FG13979N,26,0,20,2,0,1,3,0,0,0,0,0.03
FG13980S,47,1,10,2,0,0,6,0,0,0,0,0.09
FG13981W,21,1,16,1,0,0,24,0,0,0,0,0.01
FG13982Q,31,0,14,0,0,0,23,0,0,0,0,0.0
FG13983F,23,1,20,0,0,0,4,0,0,0,0,0.0
FG13984Y,36,0,7,0,0,1,15,0,0,0,0,0.03
FG13985N,18,1,18,0,0,0,13,0,1,0,0,0.04
FG13986O,40,0,1,1,0,1,9,0,0,0,0,0.0
FG13987C,29,1,22,2,0,1,25,0,0,0,0,0.01
FG13988F,53,1,40,1,0,1,13,0,0,1,1,0.87
FG13989Q,26,1,11,0,0,0,25,0,0,0,0,0.0
FG13990T,19,1,5,0,0,0,6,0,0,0,0,0.0
FG13991R,30,1,5,1,0,0,4,0,0,0,0,0.0
FG13992M,17,0,10,2,0,1,21,0,0,0,0,0.0
FG13993A,42,0,9,2,0,1,7,0,0,0,0,0.01
FG13994X,20,0,14,1,0,0,25,0,0,0,0,0.0
FG13995Z,35,0,21,2,0,0,9,0,0,0,0,0.05
FG13996S,17,1,14,0,0,0,18,1,0,0,0,0.0
FG13997C,30,0,18,0,0,0,8,0,0,0,0,0.0
FG13998T,50,1,36,0,1,0,8,0,0,1,1,0.88
FG13999P,37,0,30,2,0,0,4,0,0,0,0,0.1
FG14000J,25,1,12,1,0,0,19,0,0,0,0,0.0
FG14001K,33,1,4,1,0,0,1,1,1,0,0,0.03
FG14002U,34,1,2,1,0,0,13,1,0,0,0,0.0
FG14003S,40,0,15,1,0,0,9,0,0,0,0,0.0
FG14004O,21,1,16,0,0,0,9,0,0,0,0,0.01
FG14005M,40,0,31,1,0,0,8,1,0,1,1,0.7
FG14006T,19,1,2,1,1,1,20,1,0,0,0,0.0
FG14007Q,29,0,6,1,0,1,8,1,0,0,0,0.0
FG14008G,30,0,6,0,0,0,9,1,0,0,0,0.0
FG14009S,40,1,21,2,0,0,18,1,0,0,0,0.12
FG14010X,34,0,2,1,0,0,16,0,0,0,0,0.0
FG14011F,21,0,9,0,0,0,22,0,0,0,0,0.0
FG14012M,25,0,8,1,0,0,10,0,1,0,0,0.0
FG14013J,36,0,5,0,0,0,25,0,0,0,0,0.0
FG14014Z,33,0,12,1,1,0,19,1,0,0,0,0.02
FG14015Y,51,0,20,1,0,0,7,0,0,1,1,0.99
FG14016R,30,1,7,0,0,1,13,0,0,0,0,0.0
FG14017B,40,0,15,2,0,1,6,0,1,0,0,0.13
FG14018C,30,1,9,1,0,1,7,0,0,0,0,0.0
FG14019F,33,1,25,0,0,1,4,0,0,0,0,0.22
FG14020H,27,0,14,0,1,0,23,0,0,0,0,0.0
FG14021W,19,1,9,2,0,0,11,0,0,0,0,0.01
FG14022C,18,1,2,1,0,0,14,0,0,0,0,0.0
FG14023T,42,0,5,1,0,0,9,0,0,0,0,0.0
FG14024U,28,0,18,2,0,0,8,0,0,0,0,0.01
FG14025H,32,0,0,1,0,1,18,1,0,0,0,0.0
FG14026W,27,0,16,1,1,0,16,1,0,0,0,0.03
FG14027R,31,0,2,1,0,0,23,0,1,0,0,0.0
FG14028G,49,1,10,2,0,0,6,0,1,0,0,0.08
FG14029L,44,1,35,1,0,0,4,0,0,1,1,0.94
FG14030S,44,0,18,0,0,0,20,0,0,0,0,0.02
FG14031H,20,1,11,1,0,1,18,1,1,0,0,0.0
FG14032U,24,0,8,1,0,0,11,0,0,0,0,0.0
FG14033R,36,0,18,1,0,0,13,1,0,1,1,0.73
FG14034U,27,1,12,1,0,0,2,0,0,0,0,0.0
FG14035U,42,0,33,0,0,1,18,0,0,1,1,0.24
FG14036A,41,0,20,0,0,0,17,1,1,0,0,0.06
FG14037L,33,1,2,1,0,1,19,0,0,0,0,0.0
FG14038R,33,1,18,0,0,1,10,0,0,1,1,0.42
FG14039O,27,0,10,0,0,0,9,1,0,0,0,0.01
FG14040W,36,1,25,2,0,1,2,0,0,0,0,0.21
FG14041Y,41,1,18,0,0,1,2,0,0,0,0,0.09
FG14042M,18,0,19,2,0,0,7,0,0,0,0,0.01
FG14043H,37,0,10,1,0,0,8,0,0,0,0,0.0
FG14044J,45,0,25,2,0,1,11,0,1,0,0,0.23
FG14045J,31,0,12,0,0,0,3,1,0,0,0,0.01
FG14046D,41,1,12,1,0,1,19,0,0,0,0,0.02
FG14047I,30,0,11,2,0,0,17,0,0,0,0,0.0
FG14048Y,34,0,20,2,0,1,18,0,0,0,0,0.11
FG14049F,39,1,15,0,0,0,14,1,0,0,0,0.01
FG14050T,27,1,16,1,0,0,18,0,0,0,0,0.0
FG14051K,36,1,1,1,0,1,14,1,1,0,0,0.0
FG14052Q,39,0,7,1,0,0,17,1,0,0,0,0.0
FG14053Y,36,0,15,2,0,0,13,0,0,0,0,0.13
FG14054N,24,0,11,0,0,0,6,1,0,0,0,0.0
FG14055C,37,0,17,2,1,0,9,0,0,0,0,0.14
FG14056T,48,0,13,2,0,0,17,1,0,0,0,0.07
FG14057S,38,0,17,2,0,0,19,0,0,0,0,0.02
FG14058W,43,1,29,2,1,0,11,0,0,0,0,0.36
FG14059O,59,0,13,1,0,0,13,1,0,1,1,0.86
FG14060P,41,0,11,1,0,0,17,1,0,0,0,0.01
FG14061J,36,0,22,2,0,0,21,0,0,0,0,0.05
FG14062T,24,0,13,0,1,0,2,0,0,0,0,0.0
FG14063J,39,0,16,0,0,0,13,0,0,0,0,0.14
FG14064Y,25,1,13,0,0,0,3,1,1,0,0,0.0
FG14065Z,26,1,1,1,0,0,13,1,0,0,0,0.0
FG14066U,35,1,23,2,0,0,22,0,0,0,0,0.31
FG14067Q,37,1,22,1,0,0,12,1,0,1,1,0.78
FG14068I,22,1,27,2,0,0,2,0,0,0,0,0.0
FG14069X,44,1,4,1,0,0,19,0,0,0,0,0.0
FG14070K,40,0,9,0,0,0,13,1,0,0,0,0.01
FG14071B,27,0,10,1,0,0,6,0,1,0,0,0.0
FG14072A,18,0,15,1,0,0,7,1,0,0,0,0.02
FG14073Z,34,1,15,1,0,0,6,1,0,0,0,0.01
FG14074E,51,0,30,0,0,1,8,0,0,1,1,0.99
FG14075G,36,0,11,0,0,0,8,1,0,0,0,0.08
FG14076R,31,1,31,2,0,0,3,0,0,0,0,0.03
FG14077H,17,0,3,1,0,1,23,1,0,0,0,0.0
FG14078D,30,0,6,0,0,0,3,0,0,0,0,0.0
FG14079J,31,0,17,0,0,0,6,1,0,0,0,0.06
FG14080A,43,0,38,1,0,0,25,0,0,1,1,0.94
FG14081N,27,1,0,1,0,0,24,1,0,0,0,0.0
FG14082H,23,1,12,1,0,0,16,1,0,0,0,0.0
FG14083Z,18,0,11,1,0,0,25,0,0,0,0,0.0
FG14084S,48,1,13,1,0,0,13,0,0,0,0,0.04
FG14085W,55,1,30,0,0,1,4,0,0,1,1,0.99
FG14086T,42,0,3,0,1,0,9,0,0,0,0,0.02
FG14087W,35,1,11,0,0,0,12,0,0,0,0,0.0
FG14088E,45,0,19,2,0,0,4,0,1,1,1,0.65
FG14089A,31,0,13,0,0,1,15,0,0,0,0,0.03
FG14090O,24,1,5,0,0,1,4,0,0,0,0,0.0
FG14091Z,51,0,45,0,0,0,13,0,0,1,1,0.98
FG14092Z,32,1,14,2,0,0,11,0,0,0,0,0.0
FG14093A,37,0,8,1,0,0,25,1,1,0,0,0.0
FG14094P,47,1,8,0,1,0,1,1,1,0,0,0.04
FG14095L,23,1,30,1,1,1,8,0,0,0,0,0.01
FG14096T,41,0,11,0,0,1,2,0,1,0,0,0.3
FG14097C,29,1,26,0,0,0,13,0,0,0,0,0.11
FG14098U,31,0,9,1,0,1,3,0,1,0,0,0.0
FG14099J,36,1,4,1,0,0,17,1,0,0,0,0.0
FG14100A,18,1,7,0,0,0,24,0,0,0,0,0.0
FG14101Z,26,0,6,1,0,0,12,1,1,0,0,0.0
FG14102I,49,1,15,0,0,0,24,0,0,0,0,0.07
FG14103A,43,1,8,1,0,0,20,1,0,0,0,0.0
FG14104A,35,0,13,2,0,0,10,0,0,0,0,0.01
FG14105R,38,0,6,1,0,0,23,0,1,0,0,0.0
FG14106T,60,0,18,0,0,0,23,1,0,1,1,0.95
FG14107U,49,1,19,0,0,0,22,0,0,0,0,0.138
FG14108S,31,1,14,1,0,0,12,0,0,0,0,0.0
FG14109L,39,0,12,1,0,0,2,1,0,0,0,0.0
FG14110V,45,1,9,1,0,0,19,0,0,0,0,0.0
FG14111T,28,0,12,1,0,0,16,1,0,0,0,0.0
FG14112O,51,1,11,2,0,0,10,0,0,1,1,0.85
FG14113E,57,1,27,1,0,0,1,0,0,1,1,0.96
FG14114W,20,0,18,0,0,1,3,0,0,0,0,0.12
FG14115K,31,0,8,1,1,0,3,0,0,0,0,0.0
FG14116V,45,0,25,1,0,0,2,1,0,1,1,0.95
FG14117J,18,0,22,0,0,0,11,0,0,0,0,0.02
FG14118M,30,0,11,1,0,0,13,1,0,0,0,0.0
FG14119A,24,1,8,1,0,0,4,1,0,0,0,0.0
FG14120S,25,1,23,2,0,0,1,0,0,0,0,0.01
FG14121Z,32,1,10,1,0,0,4,1,0,0,0,0.01
FG14122R,43,1,10,0,0,1,8,1,1,0,0,0.14
FG14123C,37,0,7,0,0,0,10,1,0,0,0,0.0
FG14124M,38,0,10,1,0,0,17,0,0,0,0,0.0
FG14125D,24,0,17,2,0,0,13,0,1,0,0,0.01
FG14126O,27,1,2,1,0,0,24,0,1,0,0,0.0
FG14127S,19,0,1,1,0,0,11,0,0,0,0,0.0
FG14128K,28,1,23,2,0,0,24,0,0,0,0,0.03
FG14129I,26,1,8,0,0,0,8,0,0,0,0,0.0
FG14130P,32,1,13,2,0,0,9,0,0,0,0,0.01
FG14131F,35,1,15,1,0,0,11,0,0,0,0,0.01
FG14132L,47,0,9,0,0,0,6,0,0,0,0,0.01
FG14133J,47,0,10,2,0,0,25,0,0,0,0,0.0
FG14134L,32,0,1,1,0,0,9,0,0,0,0,0.0
FG14135A,31,0,15,0,0,0,16,0,0,0,0,0.0
FG14136F,35,0,13,1,0,0,11,1,1,0,0,0.01
FG14137T,37,1,8,1,0,0,21,0,1,0,0,0.0
FG14138O,44,0,7,0,0,1,9,1,0,0,0,0.01
FG14139R,35,1,5,1,0,0,22,1,0,0,0,0.0
FG14140W,39,1,10,0,0,0,22,0,0,0,0,0.453
FG14141M,34,0,11,0,0,0,5,1,0,0,0,0.0
FG14142T,38,0,16,2,0,0,19,0,0,0,0,0.03
FG14143A,39,1,2,1,0,0,11,0,0,0,0,0.0
FG14144D,20,1,6,0,1,0,13,1,0,0,0,0.0
FG14145X,18,0,1,1,0,0,9,1,0,0,0,0.0
FG14146G,40,0,4,1,0,0,8,0,0,0,0,0.0
FG14147H,34,1,11,0,0,1,21,0,1,0,0,0.04
FG14148C,30,1,18,0,0,0,23,1,0,0,0,0.03
FG14149H,38,0,16,2,1,0,12,0,0,1,1,0.62
FG14150K,34,1,25,2,0,0,20,0,0,0,0,0.13
FG14151S,47,0,4,1,1,0,20,0,0,0,0,0.01
FG14152H,34,0,1,1,0,0,20,0,0,0,0,0.0
FG14153X,27,1,6,0,0,1,18,1,0,0,0,0.0
FG14154P,43,1,1,1,0,0,9,0,1,0,0,0.0
FG14155F,32,1,8,1,1,0,17,1,0,0,0,0.02
FG14156F,40,1,7,0,1,0,8,0,0,0,0,0.0
FG14157B,31,1,14,1,0,0,8,0,0,0,0,0.01
FG14158C,43,1,40,1,0,0,11,1,0,1,1,0.98
FG14159D,35,1,18,2,0,0,11,0,0,0,0,0.08
FG14160A,34,0,6,1,0,0,16,0,1,0,0,0.0
FG14161E,39,0,3,1,0,0,9,0,0,0,0,0.0
FG14162L,33,1,6,1,0,1,7,1,0,0,0,0.01
FG14163I,19,1,17,2,0,0,11,0,0,0,0,0.02
FG14164V,31,1,30,2,0,0,8,0,0,0,0,0.02
FG14165I,42,1,18,0,0,0,4,0,0,0,0,0.04
FG14166E,32,0,4,1,1,0,13,0,0,0,0,0.0
FG14167Z,56,1,19,2,0,0,9,0,0,1,1,0.98
FG14168U,44,0,16,0,0,0,8,1,0,0,0,0.11
FG14169X,27,1,17,2,0,0,23,0,0,0,0,0.0
FG14170E,19,1,13,2,0,0,9,0,1,0,0,0.02
FG14171Y,33,0,25,1,0,0,13,0,1,1,1,0.74
FG14172X,30,0,5,1,0,0,25,1,0,0,0,0.0
FG14173K,24,1,14,1,0,0,16,1,1,0,0,0.0
FG14174P,34,1,12,1,0,0,3,0,0,0,0,0.01
FG14175Y,39,0,40,0,0,0,21,1,0,1,1,0.85
FG14176G,34,1,27,2,0,0,13,1,0,0,0,0.26
FG14177R,37,1,10,0,0,0,19,0,0,0,0,0.07
FG14178W,21,0,9,1,0,0,6,0,0,0,0,0.0
FG14179A,32,0,16,1,0,1,5,0,0,0,0,0.07
FG14180P,38,0,8,1,0,0,15,1,0,0,0,0.0
FG14181Z,27,0,5,1,0,0,16,0,0,0,0,0.0
FG14182N,27,0,13,1,0,0,8,0,0,0,0,0.0
FG14183O,30,0,14,0,0,0,7,1,0,0,0,0.0
FG14184A,30,0,6,1,1,1,14,1,0,0,0,0.0
FG14185K,40,0,22,2,0,0,11,1,0,0,0,0.11
FG14186U,23,0,9,1,1,1,6,0,0,0,0,0.0
FG14187D,26,1,13,2,1,0,1,0,0,0,0,0.01
FG14188V,30,1,7,0,0,0,23,1,1,0,0,0.0
FG14189I,34,0,4,1,0,0,4,1,0,0,0,0.0
FG14190H,37,0,10,0,0,1,2,0,0,0,0,0.26
FG14191D,38,1,10,0,0,1,20,0,0,0,0,0.01
FG14192Q,45,0,14,0,0,0,2,0,0,0,0,0.02
FG14193F,19,1,14,0,0,0,10,1,0,0,0,0.0
FG14194A,17,0,11,1,1,1,8,1,0,0,0,0.0
FG14195J,29,0,19,0,0,0,2,0,1,0,0,0.03
FG14196E,45,0,22,2,0,0,17,0,0,0,0,0.25
FG14197A,19,1,10,1,0,0,15,1,1,0,0,0.0
FG14198T,18,0,8,1,0,0,24,0,0,0,0,0.0
FG14199O,39,1,15,2,0,0,1,0,0,0,0,0.08
FG14200W,37,0,9,1,0,1,21,1,0,0,0,0.0
FG14201K,37,1,24,1,0,0,19,1,0,1,1,0.89
FG14202T,25,0,17,0,0,0,10,0,0,0,0,0.0
FG14203S,51,1,21,0,1,0,25,1,0,1,1,0.81
FG14204R,36,1,0,1,0,0,14,1,0,0,0,0.0
FG14205B,29,0,5,1,0,0,22,1,0,0,0,0.0
FG14206X,40,0,5,1,0,0,22,1,0,0,0,0.01
FG14207E,17,0,5,0,1,1,4,0,0,0,0,0.0
FG14208E,26,0,5,0,0,0,4,1,0,0,0,0.0
FG14209S,25,1,7,0,0,0,17,1,0,0,0,0.0
FG14210J,33,0,6,0,0,0,6,1,0,0,0,0.0
FG14211Q,27,0,12,1,0,0,2,1,0,0,0,0.0
FG14212D,42,1,6,1,0,0,14,0,0,0,0,0.0
FG14213G,18,1,17,2,0,1,13,0,0,0,0,0.03
FG14214S,36,1,2,1,0,1,14,1,0,0,0,0.0
FG14215N,39,1,12,1,0,0,6,1,0,0,0,0.0
FG14216C,28,0,6,1,0,0,19,0,0,0,0,0.0
FG14217C,29,0,9,1,0,1,4,1,0,0,0,0.0
FG14218A,37,0,10,1,0,0,3,0,0,0,0,0.0
FG14219J,19,0,13,2,0,0,10,1,0,0,0,0.0
FG14220F,17,1,28,2,0,0,5,1,0,0,0,0.01
FG14221V,42,0,12,2,0,0,4,0,1,0,0,0.1
FG14222Z,32,1,20,2,0,0,19,1,0,0,0,0.01
FG14223X,47,1,24,2,0,0,12,0,0,0,0,0.22
FG14224G,22,1,9,0,0,1,5,0,0,0,0,0.0
FG14225L,40,0,0,1,0,0,16,0,0,0,0,0.0
FG14226L,30,1,16,0,0,0,16,1,0,0,0,0.01
FG14227F,39,1,10,1,0,0,25,1,0,0,0,0.0
FG14228F,38,1,1,1,1,0,16,1,0,0,0,0.0
FG14229D,35,0,12,1,0,0,16,0,0,0,0,0.01
FG14230N,18,0,21,0,0,0,20,0,0,0,0,0.02
FG14231S,46,0,7,1,0,0,4,0,0,0,0,0.01
FG14232Q,27,0,0,1,1,1,9,1,0,0,0,0.0
FG14233A,40,0,4,1,0,0,10,1,0,0,0,0.0
FG14234Z,18,0,24,2,0,0,8,0,0,0,0,0.01
FG14235W,23,0,18,0,0,0,7,1,0,0,0,0.01
FG14236Y,48,1,23,2,0,0,2,0,0,0,0,0.06
FG14237J,30,1,2,1,0,0,13,1,1,0,0,0.0
FG14238D,48,0,2,2,0,0,22,0,0,0,0,0.01
FG14239E,35,0,20,0,1,0,5,0,0,0,0,0.09
FG14240S,19,1,0,1,0,0,22,1,1,0,0,0.0
FG14241Q,45,0,4,0,1,1,25,0,0,0,0,0.04
FG14242U,30,1,16,0,0,0,15,1,0,0,0,0.0
FG14243Z,41,0,19,0,0,0,5,1,0,0,0,0.03
FG14244N,36,1,9,2,0,0,3,1,0,0,0,0.0
FG14245G,19,1,3,1,0,0,18,0,0,0,0,0.0
FG14246D,36,1,0,1,0,0,14,0,0,0,0,0.0
FG14247V,25,0,15,0,0,0,17,0,0,0,0,0.0
FG14248X,36,0,6,1,0,0,23,1,0,0,0,0.0
FG14249N,36,1,17,1,0,1,7,1,0,1,1,0.69
FG14250U,45,1,2,1,0,0,13,0,1,0,0,0.0
FG14251W,37,0,10,1,0,0,17,1,1,0,0,0.0
FG14252I,37,0,38,0,0,0,23,1,0,1,1,0.6
FG14253C,24,1,7,1,0,0,11,1,0,0,0,0.0
FG14254T,36,0,9,0,1,1,18,1,1,0,0,0.04
FG14255F,46,0,17,0,0,0,21,1,0,0,0,0.25
FG14256J,41,1,19,0,0,0,5,0,0,1,1,0.14
FG14257Z,49,1,9,0,0,1,12,0,0,0,0,0.19
FG14258H,35,0,9,1,0,1,7,1,0,0,0,0.01
FG14259R,26,0,14,1,0,1,2,1,0,0,0,0.0
FG14260B,44,0,14,0,0,0,20,0,0,0,0,0.01
FG14261M,31,0,19,2,0,0,25,0,0,0,0,0.0
FG14262K,41,1,19,0,0,0,8,1,0,0,0,0.04
FG14263G,32,1,1,1,0,0,23,1,1,0,0,0.0
FG14264X,35,1,9,1,0,1,10,0,0,0,0,0.0
